Entity,Code,Year,Coal production - TWh,Oil production - TWh,Gas production - TWh
South America,,2005,577.76215,4217.2666,1086.2742
South America,,2006,627.17096,4300.9463,1151.7032
South America,,2007,653.72046,4229.784,1183.5896
South America,,2008,672.19415,4302.7295,1193.5272
South America,,2009,649.33594,4272.1304,1126.259
South America,,2010,652.2041,4289.6763,1190.8202
South America,,2011,744.13306,4327.5083,1245.2474
South America,,2012,773.1936,4303.663,1308.6335
South America,,2013,759.5352,4313.2104,1341.9802
South America,,2014,797.27344,4470.6104,1372.4248
South America,,2015,758.0709,4679.249,1416.3956
South America,,2016,788.6911,4461.6504,1457.531
South America,,2017,775.202,4258.221,1484.515
South America,,2018,736.56287,3896.0193,1408.1376
South America,,2019,720.158,3689.3164,1364.6051
South America,,2020,462.20444,3485.1924,1252.3367
South America,,2021,507.99698,3471.0664,1320.8312
South America,,2022,492.5678,3728.8533,1353.8577
South America,,1965,,2553.3594,
South America,,1966,,2515.096,
South America,,1967,,2667.0103,
South America,,1968,,2732.766,
South America,,1969,,2758.2354,
South America,,1970,,2845.4517,169.18536
South America,,1971,,2783.863,173.37167
South America,,1972,,2641.843,183.34213
South America,,1973,,2802.2776,212.78172
South America,,1974,,2531.0415,227.80112
South America,,1975,,2102.856,229.13477
South America,,1976,,2088.418,256.7117
South America,,1977,,2059.9644,276.02594
South America,,1978,,2062.4429,288.97922
South America,,1979,,2226.536,300.43512
South America,,1980,,2136.1929,323.90515
South Korea,KOR,1981,101.653175,,
South Korea,KOR,1982,102.93759,,
South Korea,KOR,1983,101.632706,,
South Korea,KOR,1984,109.35456,,
South Korea,KOR,1985,115.35704,,
South Korea,KOR,1986,124.107445,,
South Korea,KOR,1987,124.21491,,
South Korea,KOR,1988,124.32237,,
South Korea,KOR,1989,106.361,,
South Korea,KOR,1990,90.10516,,
South Korea,KOR,1991,78.80604,,
South Korea,KOR,1992,62.639763,,
South Korea,KOR,1993,49.231533,,
South Korea,KOR,1994,38.717434,,
South Korea,KOR,1995,29.93562,,
South Korea,KOR,1996,25.911057,,
South Korea,KOR,1997,23.61355,,
South Korea,KOR,1998,22.823292,,
South Korea,KOR,1999,21.964998,,
South Korea,KOR,2000,21.719023,,
South Korea,KOR,2001,19.976269,,
South Korea,KOR,2002,17.364754,,
South Korea,KOR,2003,17.260082,,
South Korea,KOR,2004,16.700098,,
South Korea,KOR,2005,14.821272,,
South Korea,KOR,2006,14.779404,,
South Korea,KOR,2007,15.607344,,
South Korea,KOR,2008,14.996244,,
South Korea,KOR,2009,13.622625,,
South Korea,KOR,2010,11.270167,,
South Korea,KOR,2011,11.270167,,
South Korea,KOR,2012,10.958949,,
South Korea,KOR,2013,9.498802,,
South Korea,KOR,2014,9.148158,,
South Korea,KOR,2015,9.2318945,,
South Korea,KOR,2016,9.033021,,
South Korea,KOR,2017,8.16897,,
South Korea,KOR,2018,6.6011877,,
South Korea,KOR,2019,5.9630733,,
South Korea,KOR,2020,5.605509,,
South Korea,KOR,2021,4.939889,,
South Korea,KOR,2022,4.510812,,
South Sudan,SSD,2012,,17.831106,
South Sudan,SSD,2013,,57.131416,
South Sudan,SSD,2014,,88.99592,
South Sudan,SSD,2015,,84.63416,
South Sudan,SSD,2016,,78.520805,
South Sudan,SSD,2017,,84.326416,
South Sudan,SSD,2018,,82.66252,
South Sudan,SSD,2019,,98.25599,
South Sudan,SSD,2020,,94.508026,
South Sudan,SSD,2021,,87.407585,
South Sudan,SSD,2022,,80.803566,
South and Central America (EI),,1981,78.99077,2243.898,363.98456
South and Central America (EI),,1982,84.95426,2149.1875,399.80844
South and Central America (EI),,1983,92.43301,2130.5247,435.96393
South and Central America (EI),,1984,111.87029,2246.714,464.36707
South and Central America (EI),,1985,131.7563,2240.405,474.16425
South and Central America (EI),,1986,144.93526,2401.5437,513.63495
South and Central America (EI),,1987,175.64886,2367.776,513.76807
South and Central America (EI),,1988,197.12111,2488.7437,556.2944
South and Central America (EI),,1989,231.80478,2516.527,579.603
South and Central America (EI),,1990,226.00471,2721.1543,602.24835
South and Central America (EI),,1991,228.34828,2868.786,624.4404
South and Central America (EI),,1992,237.2764,2933.0122,625.3448
South and Central America (EI),,1993,245.40775,3046.0103,665.59735
South and Central America (EI),,1994,259.69272,3229.2788,711.1884
South and Central America (EI),,1995,281.38266,3489.7197,779.66626
South and Central America (EI),,1996,308.43933,3730.5679,861.153
South and Central America (EI),,1997,346.5115,3888.8875,874.0406
South and Central America (EI),,1998,353.58008,4116.0493,924.6806
South and Central America (EI),,1999,351.29642,3984.87,946.38635
South and Central America (EI),,2000,410.80075,4010.4692,1017.1946
South and Central America (EI),,2001,450.29733,4060.466,1061.9297
South and Central America (EI),,2002,419.7448,4024.2664,1092.1747
South and Central America (EI),,2003,491.7714,3991.5676,1196.3357
South and Central America (EI),,2004,534.81213,4274.1094,1350.3158
South and Central America (EI),,2005,577.7621,4358.1787,1393.7887
South and Central America (EI),,2006,627.17096,4442.072,1518.065
South and Central America (EI),,2007,653.7204,4359.3125,1572.5289
South and Central America (EI),,2008,672.19415,4429.419,1578.8629
South and Central America (EI),,2009,649.33594,4394.867,1523.1207
South and Central America (EI),,2010,652.20416,4408.0347,1604.2308
South and Central America (EI),,2011,744.1331,4440.7593,1640.8215
South and Central America (EI),,2012,773.19354,4407.8228,1702.9031
South and Central America (EI),,2013,759.5352,4414.6426,1737.7356
South and Central America (EI),,2014,797.27344,4571.3193,1761.9865
South and Central America (EI),,2015,758.07086,4775.9165,1785.7285
South and Central America (EI),,2016,788.6911,4549.4087,1779.6417
South and Central America (EI),,2017,775.202,4345.679,1812.5917
South and Central America (EI),,2018,736.56287,3976.8162,1757.149
South and Central America (EI),,2019,720.158,3766.4216,1719.1798
South and Central America (EI),,2020,462.20444,3557.7373,1555.4652
South and Central America (EI),,2021,507.997,3541.944,1574.8718
South and Central America (EI),,2022,492.5678,3797.0115,1620.477
South and Central America (EI),,1965,,2631.623,
South and Central America (EI),,1966,,2603.855,
South and Central America (EI),,1967,,2771.2913,
South and Central America (EI),,1968,,2845.382,
South and Central America (EI),,1969,,2851.0593,
South and Central America (EI),,1970,,2927.9377,186.99683
South and Central America (EI),,1971,,2859.5596,192.09406
South and Central America (EI),,1972,,2724.5808,202.69667
South and Central America (EI),,1973,,2899.4946,231.46016
South and Central America (EI),,1974,,2640.8254,244.91733
South and Central America (EI),,1975,,2230.0789,244.68973
South and Central America (EI),,1976,,2213.989,274.26166
South and Central America (EI),,1977,,2195.1052,296.5679
South and Central America (EI),,1978,,2199.0442,313.43765
South and Central America (EI),,1979,,2354.5408,325.8117
South and Central America (EI),,1980,,2264.7192,352.5416
Spain,ESP,1981,140.22292,,
Spain,ESP,1982,150.59692,,
Spain,ESP,1983,152.98091,,
Spain,ESP,1984,151.49219,,
Spain,ESP,1985,150.21309,,
Spain,ESP,1986,153.91144,,
Spain,ESP,1987,133.67526,,
Spain,ESP,1988,126.62745,,
Spain,ESP,1989,135.46616,,
Spain,ESP,1990,132.3843,,
Spain,ESP,1991,121.3707,,
Spain,ESP,1992,123.30123,,
Spain,ESP,1993,121.31246,,
Spain,ESP,1994,114.764915,,
Spain,ESP,1995,113.206436,,
Spain,ESP,1996,111.799164,,
Spain,ESP,1997,112.020096,,
Spain,ESP,1998,107.43784,,
Spain,ESP,1999,99.85522,,
Spain,ESP,2000,97.005806,,
Spain,ESP,2001,91.44677,,
Spain,ESP,2002,89.364914,,
Spain,ESP,2003,83.08474,,
Spain,ESP,2004,80.50286,,
Spain,ESP,2005,77.06032,,
Spain,ESP,2006,72.606026,,
Spain,ESP,2007,68.209915,,
Spain,ESP,2008,50.869614,,
Spain,ESP,2009,44.312317,,
Spain,ESP,2010,38.329483,,
Spain,ESP,2011,30.798552,,
Spain,ESP,2012,28.612782,,
Spain,ESP,2013,20.49784,,
Spain,ESP,2014,18.932415,,
Spain,ESP,2015,14.489569,,
Spain,ESP,2016,7.976212,,
Spain,ESP,2017,13.116511,,
Spain,ESP,2018,10.267917,,
Spain,ESP,2019,0.6848833,,
Spain,ESP,2020,0.5190886,,
Spain,ESP,2021,0.49378112,,
Spain,ESP,2022,0.49378112,,
Sudan,SDN,1993,,1.1457355,
Sudan,SDN,1994,,1.1457355,
Sudan,SDN,1995,,1.1457355,
Sudan,SDN,1996,,2.8721862,
Sudan,SDN,1997,,5.15581,
Sudan,SDN,1998,,6.874413,
Sudan,SDN,1999,,36.090668,
Sudan,SDN,2000,,102.90004,
Sudan,SDN,2001,,119.73402,
Sudan,SDN,2002,,135.30247,
Sudan,SDN,2003,,150.166,
Sudan,SDN,2004,,167.2401,
Sudan,SDN,2005,,168.24004,
Sudan,SDN,2006,,204.03307,
Sudan,SDN,2007,,276.76138,
Sudan,SDN,2008,,262.48993,
Sudan,SDN,2009,,272.2339,
Sudan,SDN,2010,,264.7055,
Sudan,SDN,2011,,166.70581,
Sudan,SDN,2012,,59.22879,
Sudan,SDN,2013,,67.51441,
Sudan,SDN,2014,,68.51756,
Sudan,SDN,2015,,62.47819,
Sudan,SDN,2017,,40.109055,
Sudan,SDN,2018,,42.506786,
Sudan,SDN,2019,,41.34308,
Sudan,SDN,2020,,36.401024,
Sudan,SDN,2021,,36.712654,
Sudan,SDN,2022,,35.488167,
Syria,SYR,1968,,12.19484,
Syria,SYR,1969,,30.693363,
Syria,SYR,1970,,49.22521,
Syria,SYR,1971,,61.386726,
Syria,SYR,1972,,67.94268,
Syria,SYR,1973,,64.282326,
Syria,SYR,1974,,74.70649,
Syria,SYR,1975,,111.19105,0
Syria,SYR,1976,,116.722046,0.31399998
Syria,SYR,1977,,105.978966,0.3495
Syria,SYR,1978,,103.6625,0.337
Syria,SYR,1979,,96.71305,0.3475
Syria,SYR,1980,,91.751656,0.46774998
Syria,SYR,1981,,94.975685,0.472
Syria,SYR,1982,,89.76361,0.49249998
Syria,SYR,1983,,93.238335,0.7475
Syria,SYR,1984,,94.07448,1.2624999
Syria,SYR,1985,,92.25454,1.5
Syria,SYR,1986,,116.05662,3.79275
Syria,SYR,1987,,133.54651,3.7342498
Syria,SYR,1988,,155.51389,8.8335
Syria,SYR,1989,,196.96135,14.4592495
Syria,SYR,1990,,235.21815,15.92175
Syria,SYR,1991,,272.954,18.5835
Syria,SYR,1992,,298.13672,19.221998
Syria,SYR,1993,,327.12857,19.025
Syria,SYR,1994,,325.47263,20.623
Syria,SYR,1995,,344.38824,26.005499
Syria,SYR,1996,,339.5189,27.7095
Syria,SYR,1997,,333.39658,42.977997
Syria,SYR,1998,,332.8291,54.19375
Syria,SYR,1999,,334.38037,53.722496
Syria,SYR,2000,,326.75964,53.722496
Syria,SYR,2001,,347.75262,55.042
Syria,SYR,2002,,380.76596,60.885498
Syria,SYR,2003,,366.92746,64.56125
Syria,SYR,2004,,273.18494,59.3775
Syria,SYR,2005,,251.98462,57.4925
Syria,SYR,2006,,236.34837,58.906246
Syria,SYR,2007,,226.50336,56.55
Syria,SYR,2008,,228.28531,55.6075
Syria,SYR,2009,,224.76598,61.356747
Syria,SYR,2010,,215.50005,84.2595
Syria,SYR,2011,,197.11725,74.17475
Syria,SYR,2012,,93.95683,60.79125
Syria,SYR,2013,,31.24378,49.9525
Syria,SYR,2014,,16.979202,46.1825
Syria,SYR,2015,,13.930833,40.5275
Syria,SYR,2016,,12.807587,35.34375
Syria,SYR,2017,,12.546561,34.8725
Syria,SYR,2018,,12.22353,34.684
Syria,SYR,2019,,17.568169,33.27025
Syria,SYR,2020,,22.843414,29.217499
Syria,SYR,2021,,53.479633,30.753748
Syria,SYR,2022,,53.077442,30.681114
Thailand,THA,1981,5.294151,0.7787622,2.725561
Thailand,THA,1982,6.166187,2.806905,13.891569
Thailand,THA,1983,5.8594704,6.8033895,16.353365
Thailand,THA,1984,7.338851,12.351028,24.41282
Thailand,THA,1985,17.357018,23.377903,32.09128
Thailand,THA,1986,17.673073,22.965563,37.439827
Thailand,THA,1987,22.56314,21.104242,52.30879
Thailand,THA,1988,23.977057,24.180489,61.998596
Thailand,THA,1989,30.69919,23.819426,61.936172
Thailand,THA,1990,41.606102,28.371239,67.498665
Thailand,THA,1991,48.545338,32.836124,83.651276
Thailand,THA,1992,51.735832,38.406845,89.24366
Thailand,THA,1993,53.945007,39.468914,100.44571
Thailand,THA,1994,60.22411,39.733795,111.035835
Thailand,THA,1995,64.300316,38.619038,117.56106
Thailand,THA,1996,74.10745,43.918797,135.9035
Thailand,THA,1997,80.10027,49.89238,167.30255
Thailand,THA,1998,69.81311,51.891117,181.63666
Thailand,THA,1999,66.26717,56.512978,198.96594
Thailand,THA,2000,60.290333,82.92943,208.95029
Thailand,THA,2001,65.604416,90.50177,203.24478
Thailand,THA,2002,66.1669,99.43188,212.44427
Thailand,THA,2003,61.098713,116.088844,222.17865
Thailand,THA,2004,65.2471,113.605606,231.47572
Thailand,THA,2005,69.57916,138.73035,245.1774
Thailand,THA,2006,62.060894,151.06125,251.7026
Thailand,THA,2007,57.13045,159.3455,269.03192
Thailand,THA,2008,55.74603,168.27225,297.9794
Thailand,THA,2009,54.838264,174.30222,293.8973
Thailand,THA,2010,57.568233,177.12204,337.151
Thailand,THA,2011,69.68879,183.92622,338.03885
Thailand,THA,2012,55.276115,200.86676,384.49857
Thailand,THA,2013,54.446777,198.80962,389.34747
Thailand,THA,2014,53.64447,196.39471,390.91992
Thailand,THA,2015,44.87676,204.66713,374.77267
Thailand,THA,2016,50.06937,210.82658,372.73706
Thailand,THA,2017,47.747345,204.25745,359.46515
Thailand,THA,2018,43.679813,197.32396,347.28116
Thailand,THA,2019,41.071766,196.86758,357.72687
Thailand,THA,2020,38.171604,176.03467,327.01578
Thailand,THA,2021,40.968807,163.69745,315.2594
Thailand,THA,2022,39.29714,134.91685,256.43073
Trinidad and Tobago,TTO,1965,,77.58907,
Trinidad and Tobago,TTO,1966,,87.956665,
Trinidad and Tobago,TTO,1967,,102.93206,
Trinidad and Tobago,TTO,1968,,110.312996,
Trinidad and Tobago,TTO,1969,,90.42838,
Trinidad and Tobago,TTO,1970,,80.63677,17.767574
Trinidad and Tobago,TTO,1971,,74.301025,18.635
Trinidad and Tobago,TTO,1972,,81.43525,19.26075
Trinidad and Tobago,TTO,1973,,95.61217,18.498
Trinidad and Tobago,TTO,1974,,107.70769,16.89975
Trinidad and Tobago,TTO,1975,,124.41102,15.359749
Trinidad and Tobago,TTO,1976,,122.44165,17.28825
Trinidad and Tobago,TTO,1977,,131.89873,20.321499
Trinidad and Tobago,TTO,1978,,132.4747,24.260248
Trinidad and Tobago,TTO,1979,,123.25906,25.0765
Trinidad and Tobago,TTO,1980,,122.44165,28.3325
Trinidad and Tobago,TTO,1981,,108.859634,31.209497
Trinidad and Tobago,TTO,1982,,101.947914,37.931248
Trinidad and Tobago,TTO,1983,,92.15631,39.29725
Trinidad and Tobago,TTO,1984,,98.18435,41.176003
Trinidad and Tobago,TTO,1985,,100.4331,42.151997
Trinidad and Tobago,TTO,1986,,96.50558,43.1345
Trinidad and Tobago,TTO,1987,,88.54622,45.6935
Trinidad and Tobago,TTO,1988,,86.58319,52.594246
Trinidad and Tobago,TTO,1989,,85.4033,52.694748
Trinidad and Tobago,TTO,1990,,85.770645,54.633747
Trinidad and Tobago,TTO,1991,,84.251305,55.351654
Trinidad and Tobago,TTO,1992,,80.81669,53.48801
Trinidad and Tobago,TTO,1993,,75.04474,60.033134
Trinidad and Tobago,TTO,1994,,78.65932,68.75722
Trinidad and Tobago,TTO,1995,,78.33727,73.813225
Trinidad and Tobago,TTO,1996,,77.6378,83.34405
Trinidad and Tobago,TTO,1997,,74.86783,90.44337
Trinidad and Tobago,TTO,1998,,74.39617,90.44337
Trinidad and Tobago,TTO,1999,,77.276024,114.07534
Trinidad and Tobago,TTO,2000,,76.43616,138.3067
Trinidad and Tobago,TTO,2001,,73.56447,147.14865
Trinidad and Tobago,TTO,2002,,84.65373,172.62419
Trinidad and Tobago,TTO,2003,,89.189865,251.85416
Trinidad and Tobago,TTO,2004,,82.83301,285.78665
Trinidad and Tobago,TTO,2005,,94.30742,300.10345
Trinidad and Tobago,TTO,2006,,95.15004,355.6027
Trinidad and Tobago,TTO,2007,,83.64878,377.03345
Trinidad and Tobago,TTO,2008,,80.086205,373.99515
Trinidad and Tobago,TTO,2009,,79.109535,385.5821
Trinidad and Tobago,TTO,2010,,72.47567,402.9303
Trinidad and Tobago,TTO,2011,,68.34508,386.85214
Trinidad and Tobago,TTO,2012,,60.269722,385.32407
Trinidad and Tobago,TTO,2013,,59.410603,387.4726
Trinidad and Tobago,TTO,2014,,58.77991,380.67203
Trinidad and Tobago,TTO,2015,,56.10478,359.55856
Trinidad and Tobago,TTO,2016,,50.37355,312.817
Trinidad and Tobago,TTO,2017,,50.93855,318.72928
Trinidad and Tobago,TTO,2018,,45.36544,339.61115
Trinidad and Tobago,TTO,2019,,42.569534,345.6089
Trinidad and Tobago,TTO,2020,,39.91337,294.65265
Trinidad and Tobago,TTO,2021,,40.58855,247.22997
Trinidad and Tobago,TTO,2022,,39.383175,259.79883
Tunisia,TUN,1966,,8.96673,
Tunisia,TUN,1967,,26.06283,
Tunisia,TUN,1968,,37.111332,
Tunisia,TUN,1969,,43.11241,
Tunisia,TUN,1970,,48.27613,
Tunisia,TUN,1971,,47.787674,
Tunisia,TUN,1972,,46.25251,
Tunisia,TUN,1973,,45.10114,
Tunisia,TUN,1974,,48.13657,
Tunisia,TUN,1975,,53.602673,
Tunisia,TUN,1976,,43.1473,
Tunisia,TUN,1977,,50.05552,
Tunisia,TUN,1978,,57.49872,
Tunisia,TUN,1979,,64.383675,
Tunisia,TUN,1980,,65.44201,
Tunisia,TUN,1981,,62.88341,
Tunisia,TUN,1982,,59.84798,
Tunisia,TUN,1983,,64.33716,
Tunisia,TUN,1984,,63.7324,
Tunisia,TUN,1985,,62.895042,
Tunisia,TUN,1986,,61.0575,
Tunisia,TUN,1987,,58.23141,
Tunisia,TUN,1988,,57.405678,
Tunisia,TUN,1989,,57.6848,
Tunisia,TUN,1990,,55.13085,
Tunisia,TUN,1991,,63.31721,
Tunisia,TUN,1992,,63.431187,
Tunisia,TUN,1993,,57.40801,
Tunisia,TUN,1994,,53.022335,
Tunisia,TUN,1995,,51.68023,
Tunisia,TUN,1996,,51.254578,
Tunisia,TUN,1997,,48.345913,
Tunisia,TUN,1998,,47.45505,
Tunisia,TUN,1999,,48.829716,
Tunisia,TUN,2000,,42.589058,
Tunisia,TUN,2001,,38.94887,
Tunisia,TUN,2002,,40.542183,
Tunisia,TUN,2003,,36.8671,
Tunisia,TUN,2004,,38.87909,
Tunisia,TUN,2005,,39.565258,
Tunisia,TUN,2006,,37.93706,
Tunisia,TUN,2007,,52.86998,
Tunisia,TUN,2008,,48.31102,
Tunisia,TUN,2009,,45.51982,
Tunisia,TUN,2010,,44.58942,
Tunisia,TUN,2011,,39.69319,
Tunisia,TUN,2012,,39.64667,
Tunisia,TUN,2013,,36.37864,
Tunisia,TUN,2014,,33.76189,
Tunisia,TUN,2015,,30.552011,
Tunisia,TUN,2016,,29.144781,
Tunisia,TUN,2017,,24.620712,
Tunisia,TUN,2018,,23.818241,
Tunisia,TUN,2019,,21.85277,
Tunisia,TUN,2020,,20.196907,
Tunisia,TUN,2021,,24.66186,
Tunisia,TUN,2022,,21.417957,
Turkey,TUR,1981,80.63078,,
Turkey,TUR,1982,86.84215,,
Turkey,TUR,1983,91.405876,,
Turkey,TUR,1984,102.46659,,
Turkey,TUR,1985,123.69214,,
Turkey,TUR,1986,132.12297,,
Turkey,TUR,1987,141.99194,,
Turkey,TUR,1988,128.89728,,
Turkey,TUR,1989,148.5115,,
Turkey,TUR,1990,136.33606,,
Turkey,TUR,1991,127.97628,,
Turkey,TUR,1992,140.92418,,
Turkey,TUR,1993,134.32036,,
Turkey,TUR,1994,140.8028,,
Turkey,TUR,1995,140.5242,,
Turkey,TUR,1996,142.9979,,
Turkey,TUR,1997,152.56772,,
Turkey,TUR,1998,162.179,,
Turkey,TUR,1999,154.49995,,
Turkey,TUR,2000,145.23756,,
Turkey,TUR,2001,142.83325,,
Turkey,TUR,2002,132.12025,,
Turkey,TUR,2003,125.336006,,
Turkey,TUR,2004,122.48965,,
Turkey,TUR,2005,130.41881,,
Turkey,TUR,2006,153.05081,,
Turkey,TUR,2007,172.08908,,
Turkey,TUR,2008,193.91866,,
Turkey,TUR,2009,202.38525,,
Turkey,TUR,2010,203.80408,,
Turkey,TUR,2011,207.81644,,
Turkey,TUR,2012,197.90771,,
Turkey,TUR,2013,179.69855,,
Turkey,TUR,2014,190.25516,,
Turkey,TUR,2015,148.79759,,
Turkey,TUR,2016,179.79745,,
Turkey,TUR,2017,175.45506,,
Turkey,TUR,2018,192.44522,,
Turkey,TUR,2019,201.77293,,
Turkey,TUR,2020,182.8302,,
Turkey,TUR,2021,208.57721,,
Turkey,TUR,2022,231.385,,
Turkmenistan,TKM,1985,,78.8514,787.31934
Turkmenistan,TKM,1986,,76.2928,801.6101
Turkmenistan,TKM,1987,,75.2461,833.7881
Turkmenistan,TKM,1988,,66.5236,835.68085
Turkmenistan,TKM,1989,,66.8725,850.8235
Turkmenistan,TKM,1990,,66.291,792.4263
Turkmenistan,TKM,1991,,62.802002,761.4338
Turkmenistan,TKM,1992,,60.475998,503.0025
Turkmenistan,TKM,1993,,50.96266,588.85754
Turkmenistan,TKM,1994,,48.75296,323.30374
Turkmenistan,TKM,1995,,47.334103,291.6375
Turkmenistan,TKM,1996,,50.64865,317.625
Turkmenistan,TKM,1997,,62.42984,156.21376
Turkmenistan,TKM,1998,,74.07147,120.119995
Turkmenistan,TKM,1999,,82.14269,205.87874
Turkmenistan,TKM,2000,,84.666405,424.36624
Turkmenistan,TKM,2001,,90.07435,463.25122
Turkmenistan,TKM,2002,,95.4823,483.07874
Turkmenistan,TKM,2003,,101.2973,534.1875
Turkmenistan,TKM,2004,,107.22861,526.4875
Turkmenistan,TKM,2005,,113.1599,568.8375
Turkmenistan,TKM,2006,,116.1837,565.95
Turkmenistan,TKM,2007,,119.44011,616
Turkmenistan,TKM,2008,,123.33614,616
Turkmenistan,TKM,2009,,126.4181,333.2175
Turkmenistan,TKM,2010,,129.44191,401.27826
Turkmenistan,TKM,2011,,133.8613,563.11456
Turkmenistan,TKM,2012,,139.4437,589.614
Turkmenistan,TKM,2013,,145.02611,589.614
Turkmenistan,TKM,2014,,149.44551,635.04175
Turkmenistan,TKM,2015,,153.8649,658.702
Turkmenistan,TKM,2016,,153.2834,632.2025
Turkmenistan,TKM,2017,,151.82965,586.7748
Turkmenistan,TKM,2018,,145.47968,615.1671
Turkmenistan,TKM,2019,,142.0372,631.6318
Turkmenistan,TKM,2020,,120.96258,660.1465
Turkmenistan,TKM,2021,,134.63464,792.83594
Turkmenistan,TKM,2022,,135.10408,782.6819
USSR,OWID_USS,1981,4027.8452,7080.5767,4407.507
USSR,OWID_USS,1982,4061.56,7123.9683,4742.8296
USSR,OWID_USS,1983,4057.787,7168.0693,5074.364
USSR,OWID_USS,1984,4013.748,7125.8174,5564.0864
USSR,OWID_USS,1965,,2824.7874,
USSR,OWID_USS,1966,,3083.113,
USSR,OWID_USS,1967,,3350.603,
USSR,OWID_USS,1968,,3595.996,
USSR,OWID_USS,1969,,3818.129,
USSR,OWID_USS,1970,,4105.8438,1875.0139
USSR,OWID_USS,1971,,4384.5103,2011.9374
USSR,OWID_USS,1972,,4656.652,2097.189
USSR,OWID_USS,1973,,4989.27,2238.3276
USSR,OWID_USS,1974,,5337.007,2468.507
USSR,OWID_USS,1975,,5708.0156,2740.0618
USSR,OWID_USS,1976,,6043.8438,3040.1943
USSR,OWID_USS,1977,,6347.6426,3277.478
USSR,OWID_USS,1978,,6646.906,3525.5696
USSR,OWID_USS,1979,,6810.528,3851.4485
USSR,OWID_USS,1980,,7014.9834,4122.3877
Ukraine,UKR,1985,1083.9856,,405.821
Ukraine,UKR,1986,1110.2439,,375.72516
Ukraine,UKR,1987,1097.9105,,336.9223
Ukraine,UKR,1988,1091.6465,,306.63715
Ukraine,UKR,1989,1026.159,,291.4946
Ukraine,UKR,1990,1009.57947,,265.94147
Ukraine,UKR,1991,858.5726,,230.92429
Ukraine,UKR,1992,815.0385,,198.7463
Ukraine,UKR,1993,694.3136,,181.7109
Ukraine,UKR,1994,571.3583,,172.24681
Ukraine,UKR,1995,497.49072,,160.68166
Ukraine,UKR,1996,376.36407,,162.44197
Ukraine,UKR,1997,390.50162,,164.85533
Ukraine,UKR,1998,399.71887,,158.6374
Ukraine,UKR,1999,422.01147,,159.90086
Ukraine,UKR,2000,422.69614,,157.88028
Ukraine,UKR,2001,419.522,,161.56181
Ukraine,UKR,2002,417.74255,,176.78958
Ukraine,UKR,2003,405.3614,,182.96964
Ukraine,UKR,2004,402.79318,,193.66408
Ukraine,UKR,2005,403.2934,,196.73991
Ukraine,UKR,2006,410.54025,,199.63594
Ukraine,UKR,2007,404.69516,,199.73058
Ukraine,UKR,2008,404.14325,,202.94838
Ukraine,UKR,2009,375.0599,,203.37425
Ukraine,UKR,2010,373.8456,,194.27925
Ukraine,UKR,2011,422.40073,,195.44333
Ukraine,UKR,2012,454.64465,,193.92908
Ukraine,UKR,2013,444.4763,,201.58554
Ukraine,UKR,2014,303.13525,,202.19125
Ukraine,UKR,2015,199.39024,,188.33578
Ukraine,UKR,2016,211.78043,,190.22862
Ukraine,UKR,2017,158.42448,,194.01425
Ukraine,UKR,2018,168.18155,,196.85349
Ukraine,UKR,2019,166.3606,,194.01425
Ukraine,UKR,2020,148.3139,,191.17502
Ukraine,UKR,2021,151.24484,,187.38939
Ukraine,UKR,2022,100.34302,,175.08604
United Arab Emirates,ARE,1965,,158.93922,
United Arab Emirates,ARE,1966,,202.75734,
United Arab Emirates,ARE,1967,,215.20438,
United Arab Emirates,ARE,1968,,280.45877,
United Arab Emirates,ARE,1969,,353.58624,
United Arab Emirates,ARE,1970,,439.08228,8.12175
United Arab Emirates,ARE,1971,,596.7261,14.342249
United Arab Emirates,ARE,1972,,679.2343,14.556749
United Arab Emirates,ARE,1973,,863.18304,16.921125
United Arab Emirates,ARE,1974,,945.4124,16.9455
United Arab Emirates,ARE,1975,,937.07684,16.185
United Arab Emirates,ARE,1976,,1093.5983,18.914999
United Arab Emirates,ARE,1977,,1125.703,38.024998
United Arab Emirates,ARE,1978,,1030.9653,55.6725
United Arab Emirates,ARE,1979,,1031.0718,59.5725
United Arab Emirates,ARE,1980,,974.6628,73.31999
United Arab Emirates,ARE,1981,,861.628,86.385
United Arab Emirates,ARE,1982,,749.46564,92.62499
United Arab Emirates,ARE,1983,,705.9224,81.509995
United Arab Emirates,ARE,1984,,676.1817,107.24999
United Arab Emirates,ARE,1985,,650.816,128.9925
United Arab Emirates,ARE,1986,,751.5359,148.395
United Arab Emirates,ARE,1987,,793.14496,164.67749
United Arab Emirates,ARE,1988,,837.8947,169.26
United Arab Emirates,ARE,1989,,989.44775,198.70499
United Arab Emirates,ARE,1990,,1083.3516,196.0725
United Arab Emirates,ARE,1991,,1242.6837,232.1475
United Arab Emirates,ARE,1992,,1368.6174,216.1575
United Arab Emirates,ARE,1993,,1330.0209,224.1525
United Arab Emirates,ARE,1994,,1341.0413,251.745
United Arab Emirates,ARE,1995,,1330.6033,305.37
United Arab Emirates,ARE,1996,,1359.7686,329.55
United Arab Emirates,ARE,1997,,1364.287,354.02252
United Arab Emirates,ARE,1998,,1413.2999,361.4325
United Arab Emirates,ARE,1999,,1302.896,375.2775
United Arab Emirates,ARE,2000,,1413.3167,374.20502
United Arab Emirates,ARE,2001,,1377.1503,383.75998
United Arab Emirates,ARE,2002,,1267.8835,423.0525
United Arab Emirates,ARE,2003,,1467.5858,436.70248
